dataset,size,proxy,self,concat,concat.smoothed,sepDec.smoothed,datasetEmbeds.smoothed
UD_Afrikaans-AfriBooms,af_afribooms,,---,33880,92.73,95.69,97.23,97.45,96.58
UD_Assyrian-AS,aii_as,,et\_ewt,0,71.30,64.09,70.71,66.15,71.01
UD_South_Levantine_Arabic-MADAR,ajp_madar,,ar\_padt,0,52.51,49.26,49.56,54.25,49.30
UD_Akkadian-PISANDUB,akk_pisandub,,et\_edt,0,7.14,10.85,10.26,5.42,7.16
UD_Akkadian-RIAO,akk_riao,,et\_edt,0,27.37,25.08,24.48,20.56,24.83
UD_Amharic-ATT,am_att,,et\_ewt,0,33.69,31.03,32.88,31.92,32.99
UD_Apurina-UFPA,apu_ufpa,,fi\_ftb,0,57.14,53.81,55.69,53.40,56.99
UD_Akuntsu-TuDeT,aqz_tudet,,cs\_pdt,0,38.38,53.96,53.87,39.53,55.43
UD_Arabic-PADT,ar_padt,,---,254400,67.18,58.76,62.84,70.49,61.63
UD_Arabic-PUD,ar_pud,,ar\_padt,0,0.00,0.00,0.00,0.00,0.00
UD_Belarusian-HSE,be_hse,,---,273425,92.85,90.44,90.03,92.39,91.51
UD_Beja-NSC,bej_nsc,,---,0,100.00,100.00,100.00,100.00,100.00
UD_Bulgarian-BTB,bg_btb,,---,124336,96.36,94.08,95.49,97.49,95.59
UD_Bhojpuri-BHTB,bho_bhtb,,hi\_hdtb,0,80.97,81.00,80.26,80.03,80.17
UD_Bambara-CRB,bm_crb,,qhe\_hiencs,0,20.06,24.51,25.94,21.73,25.75
UD_Breton-KEB,br_keb,,fr\_gsd,0,53.57,58.22,57.85,47.38,58.31
UD_Buryat-BDT,bxr_bdt,,---,153,55.95,58.44,65.35,62.82,60.61
UD_Catalan-AnCora,ca_ancora,,---,441561,94.67,94.40,94.63,94.83,94.70
UD_Chukchi-HSE,ckt_hse,,ru\_syntagrus,0,0.00,0.00,0.00,0.00,0.00
UD_Coptic-Scriptorium,cop_scriptorium,,---,35267,21.62,20.16,19.52,19.98,20.10
UD_Czech-CAC,cs_cac,,---,474687,97.59,97.70,97.59,98.28,98.27
UD_Czech-CLTT,cs_cltt,,---,27770,89.28,98.72,99.01,98.37,98.97
UD_Czech-FicTree,cs_fictree,,---,134389,96.70,97.60,97.59,98.32,98.16
UD_Czech-PDT,cs_pdt,,---,1177406,98.71,98.28,97.67,98.47,98.66
UD_Czech-PUD,cs_pud,,cs\_pdt,0,96.77,97.21,96.97,96.77,97.84
UD_Old_Church_Slavonic-PROIEL,cu_proiel,,---,37432,66.11,62.12,81.14,89.11,78.15
UD_Welsh-CCG,cy_ccg,,---,10826,77.32,69.88,87.54,89.28,77.92
UD_Danish-DDT,da_ddt,,---,80378,94.51,95.13,96.70,97.58,96.69
UD_German-GSD,de_gsd,,---,268414,93.55,86.44,91.61,94.36,89.18
UD_German-HDT,de_hdt,,---,2753627,96.96,96.47,88.31,95.51,96.82
UD_German-LIT,de_lit,,de\_hdt,0,66.35,72.77,76.77,67.29,73.17
UD_German-PUD,de_pud,,de\_hdt,0,78.01,88.38,93.35,79.98,89.71
UD_Greek-GDT,el_gdt,,---,43440,83.55,85.06,88.20,91.04,86.42
UD_English-EWT,en_ewt,,---,207224,95.53,94.17,94.45,95.97,95.30
UD_English-GUM,en_gum,,---,103551,95.20,95.25,95.55,96.73,95.70
UD_English-LinES,en_lines,,---,57372,96.08,96.03,97.03,98.08,96.95
UD_English-ParTUT,en_partut,,---,43531,94.56,96.85,97.65,98.02,97.36
UD_English-Pronouns,en_pronouns,,en\_ewt,0,87.53,89.72,92.05,91.36,92.43
UD_English-PUD,en_pud,,en\_ewt,0,95.03,94.61,94.97,96.46,95.43
UD_Spanish-AnCora,es_ancora,,---,463363,95.89,94.68,95.02,96.03,95.59
UD_Spanish-GSD,es_gsd,,---,389703,95.24,92.78,93.10,95.43,94.17
UD_Spanish-PUD,es_pud,,es\_gsd,0,96.91,96.92,96.91,96.91,96.91
UD_Yupik-SLI,ess_sli,,---,0,20.32,20.50,21.39,20.67,21.32
UD_Estonian-EDT,et_edt,,---,344959,93.54,91.28,91.18,93.67,93.58
UD_Estonian-EWT,et_ewt,,---,46824,81.06,91.41,92.26,92.28,94.12
UD_Basque-BDT,eu_bdt,,---,72974,91.77,89.77,92.49,95.02,92.16
UD_Persian-PerDT,fa_perdt,,---,459004,96.68,94.54,93.63,96.75,95.48
UD_Persian-Seraji,fa_seraji,,---,122180,93.38,93.23,94.47,95.58,94.48
UD_Finnish-FTB,fi_ftb,,---,127845,91.08,87.36,89.25,94.40,92.45
UD_Finnish-OOD,fi_ood,,fi\_tdt,0,83.87,80.50,83.56,88.77,86.19
UD_Finnish-PUD,fi_pud,,fi\_tdt,0,87.72,84.74,86.83,91.88,89.15
UD_Finnish-TDT,fi_tdt,,---,163223,86.17,82.70,85.02,90.94,87.54
UD_Faroese-FarPaHC,fo_farpahc,,---,23099,99.98,99.98,99.98,99.98,99.98
UD_Faroese-OFT,fo_oft,,fo\_farpahc,0,14.99,55.78,48.60,15.49,48.99
UD_French-FQB,fr_fqb,,fr\_gsd,0,93.28,92.61,93.24,93.82,93.34
UD_French-GSD,fr_gsd,,---,364217,93.96,93.56,93.86,94.28,94.06
UD_French-ParTUT,fr_partut,,---,24922,87.51,90.92,91.90,91.92,91.60
UD_French-PUD,fr_pud,,fr\_gsd,0,93.96,94.47,94.61,94.92,94.74
UD_French-Sequoia,fr_sequoia,,---,51865,91.11,93.31,93.88,94.02,93.85
UD_French-Spoken,fr_spoken,,---,15282,87.81,95.19,95.75,95.04,95.61
UD_Old_French-SRCMF,fro_srcmf,,---,136020,100.00,100.00,100.00,100.00,100.00
UD_Irish-IDT,ga_idt,,---,95881,92.24,91.12,93.29,94.91,92.63
UD_Irish-TwittIrish,ga_twittirish,,---,0,80.82,79.46,82.11,81.46,81.77
UD_Scottish_Gaelic-ARCOSG,gd_arcosg,,---,53927,87.17,86.36,89.28,90.04,88.33
UD_Galician-CTG,gl_ctg,,---,86676,82.31,83.63,84.23,84.32,83.93
UD_Galician-TreeGal,gl_treegal,,---,16707,79.29,82.98,85.02,85.60,83.40
UD_Gothic-PROIEL,got_proiel,,---,35024,82.60,78.24,86.92,91.17,82.30
UD_Ancient_Greek-Perseus,grc_perseus,,---,159895,68.92,68.92,77.54,81.32,78.45
UD_Ancient_Greek-PROIEL,grc_proiel,,---,187033,78.52,73.62,81.39,89.26,82.22
UD_Swiss_German-UZH,gsw_uzh,,de\_hdt,0,100.00,100.00,100.00,100.00,100.00
UD_Guajajara-TuDeT,gub_tudet,,---,0,31.83,49.58,58.32,38.62,58.10
UD_Mbya_Guarani-Thomas,gun_thomas,,it\_isdt,0,59.86,53.44,55.62,53.19,55.08
UD_Manx-Cadhan,gv_cadhan,,en\_singpar,0,1.88,52.01,55.26,20.01,55.57
UD_Hebrew-HTB,he_htb,,---,169397,52.80,52.19,53.46,54.03,53.25
UD_Hindi-HDTB,hi_hdtb,,---,281057,98.70,98.58,98.75,98.87,98.73
UD_Hindi-PUD,hi_pud,,hi\_hdtb,0,100.00,100.00,100.00,100.00,100.00
UD_Croatian-SET,hr_set,,---,152857,95.75,95.44,96.77,97.53,96.48
UD_Upper_Sorbian-UFAL,hsb_ufal,,---,460,55.58,70.38,80.33,81.24,72.97
UD_Hungarian-Szeged,hu_szeged,,---,20166,85.18,91.03,94.64,94.74,93.46
UD_Armenian-ArmTDP,hy_armtdp,,---,42373,85.57,85.97,90.21,91.75,87.85
UD_Western_Armenian-ArmTDP,hyw_armtdp,,---,16089,79.63,84.31,90.25,91.37,84.80
UD_Indonesian-CSUI,id_csui,,---,18540,86.60,86.56,92.96,95.17,88.95
UD_Indonesian-GSD,id_gsd,,---,96485,98.35,98.39,98.79,99.21,98.92
UD_Indonesian-PUD,id_pud,,id\_gsd,0,65.31,67.07,69.06,65.54,68.08
UD_Icelandic-IcePaHC,is_icepahc,,---,706791,95.15,94.13,93.36,94.52,95.10
UD_Icelandic-Modern,is_modern,,---,123879,95.96,96.70,97.11,98.47,97.64
UD_Icelandic-PUD,is_pud,,is\_icepahc,0,80.04,85.55,85.52,85.47,86.73
UD_Italian-ISDT,it_isdt,,---,294430,87.40,87.09,87.37,87.62,87.57
UD_Italian-ParTUT,it_partut,,---,52390,81.97,85.31,85.97,86.15,85.93
UD_Italian-PoSTWITA,it_postwita,,---,103658,86.63,87.43,88.53,89.10,88.51
UD_Italian-PUD,it_pud,,it\_isdt,0,86.39,86.28,86.86,86.90,86.68
UD_Italian-TWITTIRO,it_twittiro,,---,24610,82.24,88.08,89.05,89.41,88.94
UD_Italian-Valico,it_valico,,---,0,81.81,82.48,82.88,82.78,82.81
UD_Italian-VIT,it_vit,,---,241383,88.16,88.51,88.95,89.17,88.95
UD_Japanese-GSD,ja_gsd,,---,168333,99.48,99.09,99.37,99.64,99.41
UD_Japanese-Modern,ja_modern,,ja\_gsd,0,81.05,80.69,80.27,80.11,80.83
UD_Japanese-PUD,ja_pud,,ja\_gsd,0,99.70,99.46,99.66,99.77,99.61
UD_Khunsari-AHA,kfm_aha,,fa\_perdt,0,63.06,42.34,63.96,68.47,66.67
UD_Kazakh-KTB,kk_ktb,,---,547,50.94,73.14,82.09,77.61,78.98
UD_Kurmanji-MG,kmr_mg,,---,242,54.84,55.06,73.59,73.64,65.58
UD_Korean-GSD,ko_gsd,,---,56687,89.16,87.60,89.82,93.14,89.83
UD_Korean-Kaist,ko_kaist,,---,296446,93.72,91.55,91.58,93.95,92.54
UD_Korean-PUD,ko_pud,,ko\_kaist,0,69.31,69.67,70.14,70.23,70.24
UD_Komi_Permyak-UH,koi_uh,,ru\_syntagrus,0,58.00,57.33,56.22,55.50,57.73
UD_Komi_Zyrian-IKDP,kpv_ikdp,,ru\_syntagrus,0,54.79,56.50,55.87,56.45,58.14
UD_Komi_Zyrian-Lattice,kpv_lattice,,ru\_syntagrus,0,55.74,55.84,53.67,54.42,56.00
UD_Karelian-KKPP,krl_kkpp,,fi\_tdt,0,50.55,52.06,56.86,55.43,53.89
UD_Latin-ITTB,la_ittb,,---,390785,98.85,98.26,98.16,98.91,98.68
UD_Latin-LLCT,la_llct,,---,194143,96.26,93.69,94.64,96.88,94.59
UD_Latin-Perseus,la_perseus,,---,18184,64.06,81.34,83.72,84.78,84.50
UD_Latin-PROIEL,la_proiel,,---,172133,93.24,92.11,92.67,94.60,93.39
UD_Latin-UDante,la_udante,,---,30537,67.62,82.08,85.05,84.73,83.98
UD_Lithuanian-ALKSNIS,lt_alksnis,,---,47645,81.80,81.40,90.03,91.42,86.34
UD_Lithuanian-HSE,lt_hse,,---,3210,55.09,81.29,85.91,83.74,82.96
UD_Latvian-LVTB,lv_lvtb,,---,193105,94.62,92.68,94.35,96.18,94.70
UD_Classical_Chinese-Kyoto,lzh_kyoto,,---,221090,99.32,99.20,99.00,99.25,99.17
UD_Moksha-JR,mdf_jr,,ru\_syntagrus,0,42.10,45.51,47.15,46.92,48.17
UD_Makurap-TuDeT,mpu_tudet,,---,0,59.36,56.16,64.15,55.25,63.70
UD_Maltese-MUDT,mt_mudt,,---,22880,100.00,100.00,100.00,100.00,100.00
UD_Munduruku-TuDeT,myu_tudet,,ro\_nonstandard,0,35.55,52.84,56.62,26.75,55.19
UD_Erzya-JR,myv_jr,,be\_hse,0,47.60,48.87,50.71,51.05,51.09
UD_Low_Saxon-LSDC,nds_lsdc,,---,0,65.89,64.58,65.53,65.77,66.01
UD_Dutch-Alpino,nl_alpino,,---,186145,93.27,93.58,94.43,94.73,94.70
UD_Dutch-LassySmall,nl_lassysmall,,---,75222,90.87,93.03,93.62,94.24,94.10
UD_Norwegian-Bokmaal,no_bokmaal,,---,243886,98.22,97.85,98.32,98.84,98.62
UD_Norwegian-Nynorsk,no_nynorsk,,---,245330,97.86,97.54,98.13,98.51,98.45
UD_Norwegian-NynorskLIA,no_nynorsklia,,---,35207,95.45,97.14,97.73,98.02,97.57
UD_Nayini-AHA,nyq_aha,,fa\_perdt,0,61.11,45.72,52.13,60.69,55.55
UD_Livvi-KKPP,olo_kkpp,,---,144,47.51,52.06,55.11,49.24,54.32
UD_Old_East_Slavic-RNC,orv_rnc,,---,10156,54.37,64.47,71.92,77.32,66.32
UD_Old_East_Slavic-TOROT,orv_torot,,---,118630,64.96,59.91,71.70,80.45,72.64
UD_Old_Turkish-Tonqq,otk_tonqq,,et\_ewt,0,100.00,100.00,100.00,100.00,100.00
UD_Naija-NSC,pcm_nsc,,---,111935,99.11,99.24,99.30,99.20,99.30
UD_Polish-LFG,pl_lfg,,---,104750,95.81,95.93,96.78,98.21,97.24
UD_Polish-PDB,pl_pdb,,---,283746,95.78,94.44,94.96,96.70,95.69
UD_Polish-PUD,pl_pud,,pl\_pdb,0,95.89,94.87,95.20,96.58,95.88
UD_Portuguese-Bosque,pt_bosque,,---,222141,86.22,79.97,81.79,86.91,86.57
UD_Portuguese-GSD,pt_gsd,,---,273564,88.37,88.39,88.66,88.73,88.76
UD_Portuguese-PUD,pt_pud,,pt\_gsd,0,78.92,80.63,81.86,79.17,79.57
UD_Frisian_Dutch-Fame,qfn_fame,,---,0,100.00,100.00,100.00,100.00,100.00
UD_Turkish_German-SAGT,qtd_sagt,,---,10160,78.69,91.86,93.56,92.98,92.81
UD_Kiche-IU,quc_iu,,---,0,41.07,56.08,55.07,29.39,53.97
UD_Romanian-ArT,ro_art,,---,0,38.63,43.05,45.03,39.97,42.52
UD_Romanian-Nonstandard,ro_nonstandard,,---,532881,94.63,91.77,91.90,94.82,93.00
UD_Romanian-RRT,ro_rrt,,---,185113,96.52,96.82,97.61,98.12,97.72
UD_Romanian-SiMoNERo,ro_simonero,,---,116857,97.76,98.54,99.00,99.08,99.01
UD_Russian-GSD,ru_gsd,,---,74906,92.12,95.83,96.48,97.00,96.55
UD_Russian-PUD,ru_pud,,ru\_syntagrus,0,95.40,95.91,96.06,95.66,96.38
UD_Russian-SynTagRus,ru_syntagrus,,---,871526,98.30,97.36,96.34,97.92,98.08
UD_Russian-Taiga,ru_taiga,,---,176626,93.34,94.21,94.75,96.01,95.65
UD_Sanskrit-UFAL,sa_ufal,,hi\_hdtb,0,25.41,26.49,29.02,26.09,28.82
UD_Sanskrit-Vedic,sa_vedic,,---,17445,72.34,70.67,78.78,82.13,73.57
UD_Slovak-SNK,sk_snk,,---,80743,93.99,93.75,94.91,96.37,95.25
UD_Slovenian-SSJ,sl_ssj,,---,112530,96.58,96.34,97.72,98.36,97.47
UD_Slovenian-SST,sl_sst,,---,19473,87.40,94.56,96.44,96.53,95.94
UD_North_Sami-Giella,sme_giella,,---,16835,70.42,69.13,77.31,81.27,72.01
UD_Skolt_Sami-Giellagas,sms_giellagas,,id\_gsd,0,58.96,56.60,53.46,45.41,51.99
UD_Soi-AHA,soj_aha,,fa\_perdt,0,67.88,46.67,62.42,70.30,67.88
UD_Albanian-TSA,sq_tsa,,ga\_idt,0,42.70,54.05,59.22,42.15,60.41
UD_Serbian-SET,sr_set,,---,74259,94.59,95.79,97.49,98.07,97.08
UD_Swedish-LinES,sv_lines,,---,55451,94.19,94.77,96.77,97.72,96.12
UD_Swedish-PUD,sv_pud,,sv\_lines,0,89.44,90.22,91.16,93.12,91.20
UD_Swedish-Talbanken,sv_talbanken,,---,66674,95.71,96.30,97.69,98.24,97.52
UD_Swedish_Sign_Language-SSLC,swl_sslc,,---,644,100.00,100.00,100.00,100.00,100.00
UD_Tamil-MWTT,ta_mwtt,,ta\_ttb,0,61.77,62.94,72.83,72.96,64.44
UD_Tamil-TTB,ta_ttb,,---,6849,56.42,62.71,76.65,76.65,62.31
UD_Telugu-MTG,te_mtg,,---,5082,100.00,100.00,100.00,100.00,100.00
UD_Thai-PUD,th_pud,,en\_ewt,0,100.00,100.00,100.00,100.00,100.00
UD_Tagalog-TRG,tl_trg,,en\_singpar,0,35.20,71.53,71.44,29.43,72.39
UD_Tagalog-Ugnayan,tl_ugnayan,,en\_singpar,0,37.76,67.27,63.25,20.68,64.26
UD_Tupinamba-TuDeT,tpn_tudet,,cs\_pdt,0,24.55,44.95,47.63,26.71,45.48
UD_Turkish-BOUN,tr_boun,,---,99165,88.22,88.97,89.39,90.71,90.57
UD_Turkish-FrameNet,tr_framenet,,---,16333,85.80,94.32,94.70,94.73,94.77
UD_Turkish-GB,tr_gb,,tr\_boun,0,81.49,85.20,86.42,83.74,85.27
UD_Turkish-IMST,tr_imst,,---,38733,84.29,89.40,90.54,91.46,90.44
UD_Turkish-Kenet,tr_kenet,,---,143288,90.34,91.30,91.78,92.08,92.20
UD_Turkish-Penn,tr_penn,,---,79556,90.47,92.52,92.53,93.12,93.34
UD_Turkish-PUD,tr_pud,,tr\_boun,0,81.28,81.50,81.78,82.61,82.28
UD_Turkish-Tourism,tr_tourism,,---,71466,97.01,95.42,95.72,97.33,96.20
UD_Uyghur-UDT,ug_udt,,---,19262,77.58,79.53,94.03,94.25,92.34
UD_Ukrainian-IU,uk_iu,,---,92635,93.44,94.29,96.05,97.14,95.97
UD_Urdu-UDTB,ur_udtb,,---,108690,96.86,96.92,97.21,97.20,97.04
