dataset,size,proxy,self,concat,concat.smoothed,sepDec.smoothed,datasetEmbeds.smoothed
UD_Afrikaans-AfriBooms,af_afribooms,,---,33880,89.35,89.01,91.03,91.30,91.14
UD_Assyrian-AS,aii_as,,et\_ewt,0,19.43,12.95,23.25,20.75,15.16
UD_South_Levantine_Arabic-MADAR,ajp_madar,,ar\_padt,0,46.89,49.34,55.72,55.93,56.74
UD_Akkadian-PISANDUB,akk_pisandub,,et\_edt,0,20.68,18.43,29.72,31.52,32.68
UD_Akkadian-RIAO,akk_riao,,et\_edt,0,15.09,19.59,20.72,22.57,21.70
UD_Amharic-ATT,am_att,,et\_ewt,0,0.54,2.44,6.73,6.50,6.62
UD_Apurina-UFPA,apu_ufpa,,fi\_ftb,0,25.55,27.27,30.39,31.33,35.86
UD_Akuntsu-TuDeT,aqz_tudet,,cs\_pdt,0,30.75,29.52,30.75,29.68,30.01
UD_Arabic-PADT,ar_padt,,---,254400,33.33,33.42,34.43,34.98,34.79
UD_Arabic-PUD,ar_pud,,ar\_padt,0,72.70,74.59,75.84,76.58,76.32
UD_Belarusian-HSE,be_hse,,---,273425,88.24,90.21,90.92,90.77,92.19
UD_Beja-NSC,bej_nsc,,---,0,29.09,19.23,34.49,37.39,33.69
UD_Bulgarian-BTB,bg_btb,,---,124336,95.14,95.23,96.59,96.73,96.74
UD_Bhojpuri-BHTB,bho_bhtb,,hi\_hdtb,0,52.47,52.16,52.76,53.60,53.76
UD_Bambara-CRB,bm_crb,,qhe\_hiencs,0,22.84,29.48,27.85,28.50,27.84
UD_Breton-KEB,br_keb,,fr\_gsd,0,69.31,55.47,53.50,50.99,55.01
UD_Buryat-BDT,bxr_bdt,,---,153,24.87,44.83,54.50,41.17,52.13
UD_Catalan-AnCora,ca_ancora,,---,441561,89.94,90.07,90.46,90.68,90.80
UD_Chukchi-HSE,ckt_hse,,ru\_syntagrus,0,0.00,0.00,0.00,0.00,0.00
UD_Coptic-Scriptorium,cop_scriptorium,,---,35267,1.30,1.31,1.39,1.27,1.37
UD_Czech-CAC,cs_cac,,---,474687,93.47,93.91,94.73,95.31,95.47
UD_Czech-CLTT,cs_cltt,,---,27770,86.28,91.61,92.35,92.32,93.43
UD_Czech-FicTree,cs_fictree,,---,134389,93.74,95.00,95.64,95.93,96.20
UD_Czech-PDT,cs_pdt,,---,1177406,94.49,94.62,94.48,94.59,95.52
UD_Czech-PUD,cs_pud,,cs\_pdt,0,91.69,92.28,92.55,92.88,92.74
UD_Old_Church_Slavonic-PROIEL,cu_proiel,,---,37432,74.49,75.92,92.47,93.18,93.19
UD_Welsh-CCG,cy_ccg,,---,10826,79.27,80.10,84.35,84.37,83.84
UD_Danish-DDT,da_ddt,,---,80378,89.09,88.69,90.94,91.88,91.53
UD_German-GSD,de_gsd,,---,268414,86.03,84.91,87.06,87.30,86.85
UD_German-HDT,de_hdt,,---,2753627,97.52,97.46,95.64,96.72,97.79
UD_German-LIT,de_lit,,de\_hdt,0,84.14,85.38,86.81,86.15,86.43
UD_German-PUD,de_pud,,de\_hdt,0,85.39,86.97,88.75,86.58,87.86
UD_Greek-GDT,el_gdt,,---,43440,88.97,90.93,92.10,92.33,92.30
UD_English-EWT,en_ewt,,---,207224,89.75,87.91,89.69,90.58,90.28
UD_English-GUM,en_gum,,---,103551,90.11,88.82,90.04,91.12,90.92
UD_English-LinES,en_lines,,---,57372,90.57,89.95,91.26,92.12,91.26
UD_English-ParTUT,en_partut,,---,43531,92.10,91.77,93.58,93.43,92.72
UD_English-Pronouns,en_pronouns,,en\_ewt,0,86.61,88.66,92.49,91.67,92.92
UD_English-PUD,en_pud,,en\_ewt,0,91.78,91.07,91.25,92.99,91.89
UD_Spanish-AnCora,es_ancora,,---,463363,89.93,89.10,89.74,90.51,90.30
UD_Spanish-GSD,es_gsd,,---,389703,87.96,86.09,87.32,89.26,88.09
UD_Spanish-PUD,es_pud,,es\_gsd,0,86.04,85.89,86.22,86.53,86.33
UD_Yupik-SLI,ess_sli,,---,0,0.09,0.00,0.03,0.02,0.02
UD_Estonian-EDT,et_edt,,---,344959,89.43,89.47,90.99,91.43,91.96
UD_Estonian-EWT,et_ewt,,---,46824,81.11,86.34,89.13,89.56,89.68
UD_Basque-BDT,eu_bdt,,---,72974,86.73,85.94,88.46,88.89,88.92
UD_Persian-PerDT,fa_perdt,,---,459004,91.52,91.25,88.92,91.89,92.69
UD_Persian-Seraji,fa_seraji,,---,122180,90.12,85.65,89.73,91.33,89.70
UD_Finnish-FTB,fi_ftb,,---,127845,91.93,85.25,86.85,94.76,94.27
UD_Finnish-OOD,fi_ood,,fi\_tdt,0,82.78,77.88,82.44,88.79,88.35
UD_Finnish-PUD,fi_pud,,fi\_tdt,0,92.55,90.15,91.51,94.86,94.56
UD_Finnish-TDT,fi_tdt,,---,163223,91.60,87.52,89.73,94.66,93.92
UD_Faroese-FarPaHC,fo_farpahc,,---,23099,84.71,89.87,91.11,91.34,92.18
UD_Faroese-OFT,fo_oft,,fo\_farpahc,0,59.32,70.93,70.18,69.41,68.73
UD_French-FQB,fr_fqb,,fr\_gsd,0,90.47,89.38,90.21,90.75,90.24
UD_French-GSD,fr_gsd,,---,364217,90.24,88.75,89.33,90.93,90.51
UD_French-ParTUT,fr_partut,,---,24922,88.88,86.87,88.69,90.50,88.79
UD_French-PUD,fr_pud,,fr\_gsd,0,88.60,87.74,87.93,89.01,88.70
UD_French-Sequoia,fr_sequoia,,---,51865,89.82,88.46,89.75,91.56,89.93
UD_French-Spoken,fr_spoken,,---,15282,83.33,87.42,89.38,89.49,89.13
UD_Old_French-SRCMF,fro_srcmf,,---,136020,92.60,91.95,93.23,93.92,93.94
UD_Irish-IDT,ga_idt,,---,95881,85.92,86.45,88.19,88.47,88.64
UD_Irish-TwittIrish,ga_twittirish,,---,0,66.71,74.29,77.53,78.24,78.04
UD_Scottish_Gaelic-ARCOSG,gd_arcosg,,---,53927,79.13,80.12,82.42,83.03,82.44
UD_Galician-CTG,gl_ctg,,---,86676,68.83,68.33,68.64,68.99,68.70
UD_Galician-TreeGal,gl_treegal,,---,16707,70.00,66.34,71.27,73.50,67.37
UD_Gothic-PROIEL,got_proiel,,---,35024,81.88,84.65,89.03,88.96,89.03
UD_Ancient_Greek-Perseus,grc_perseus,,---,159895,66.90,70.76,84.74,85.76,86.00
UD_Ancient_Greek-PROIEL,grc_proiel,,---,187033,77.45,80.14,89.89,90.35,90.52
UD_Swiss_German-UZH,gsw_uzh,,de\_hdt,0,38.00,52.08,53.46,51.92,55.54
UD_Guajajara-TuDeT,gub_tudet,,---,0,23.09,23.54,22.98,21.81,20.15
UD_Mbya_Guarani-Thomas,gun_thomas,,it\_isdt,0,26.23,29.80,29.29,29.13,28.63
UD_Manx-Cadhan,gv_cadhan,,en\_singpar,0,23.02,35.09,31.43,28.20,31.18
UD_Hebrew-HTB,he_htb,,---,169397,38.10,38.04,39.29,39.56,39.60
UD_Hindi-HDTB,hi_hdtb,,---,281057,95.24,95.03,95.88,96.08,96.05
UD_Hindi-PUD,hi_pud,,hi\_hdtb,0,72.68,73.00,73.32,73.44,73.46
UD_Croatian-SET,hr_set,,---,152857,92.48,93.49,94.25,94.40,94.64
UD_Upper_Sorbian-UFAL,hsb_ufal,,---,460,20.32,68.75,78.90,77.12,76.58
UD_Hungarian-Szeged,hu_szeged,,---,20166,87.73,89.32,92.78,93.23,92.99
