dataset,size,proxy,self,concat,concat.smoothed,sepDec.smoothed,datasetEmbeds.smoothed
UD_Afrikaans-AfriBooms,af_afribooms,{\small \cite{dirix-etal-2017-universal}},---,33894,97.14,96.26,96.93,97.49,96.17
UD_Assyrian-AS,aii_as,{\small \cite{ud_assyrian_as_2019}},et\_ewt,0,43.86,45.11,42.97,33.41,45.84
UD_South_Levantine_Arabic-MADAR,ajp_madar,{\small \cite{Madar}},ar\_padt,0,56.07,57.71,54.33,51.84,57.58
UD_Akkadian-PISANDUB,akk_pisandub,{\small \cite{ud_akkadian_pisandub_2018}},et\_edt,0,8.46,98.69,97.34,23.67,98.79
UD_Akkadian-RIAO,akk_riao,{\small \cite{luukko-etal-2020-akkadian}},et\_edt,0,5.20,15.86,14.95,8.04,15.80
UD_Amharic-ATT,am_att,{\small \cite{seyoum-etal-2018-universal}},et\_ewt,0,32.36,30.84,26.93,22.62,31.24
UD_Apurina-UFPA,apu_ufpa,{\small \cite{freitas2017posse}},fi\_ftb,0,32.19,55.78,53.61,37.52,53.44
UD_Akuntsu-TuDeT,aqz_tudet,{\small \cite{aragon2018variaccoes}},cs\_pdt,0,10.06,51.15,46.96,28.09,48.64
UD_Arabic-PADT,ar_padt,{\small \cite{UD_Arabic-PADT}},---,254400,71.82,70.63,70.82,70.91,70.60
UD_Arabic-PUD,ar_pud,{\small \cite{mcdonald-etal-2013-universal}},ar\_padt,0,39.37,39.97,39.98,39.97,40.01
UD_Belarusian-HSE,be_hse,{\small \cite{ud_belarusian_hse_2017}},---,249897,91.96,92.14,91.31,91.45,92.24
UD_Bulgarian-BTB,bg_btb,{\small \cite{SimOsSimKo2005}},---,124336,97.56,96.09,96.10,97.32,96.13
UD_Bhojpuri-BHTB,bho_bhtb,{\small \cite{ojha-zeman-2020-universal}},hi\_hdtb,0,49.95,49.86,49.64,49.89,50.04
UD_Bambara-CRB,bm_crb,{\small \cite{aplonova_2018}},qhe\_hiencs,0,71.25,41.56,41.40,71.25,39.44
UD_Breton-KEB,br_keb,{\small \cite{tyers-ravishankar-2018-prototype}},fr\_gsd,0,47.24,42.08,40.41,42.05,43.19
UD_Buryat-BDT,bxr_bdt,{\small \cite{badmaeva:2017}},---,153,44.57,43.57,48.54,46.34,44.82
UD_Catalan-AnCora,ca_ancora,{\small \cite{alonso2016universal}},---,418494,98.32,98.28,98.22,98.24,98.27
UD_Chukchi-HSE,ckt_hse,\resizebox{4cm}{!}{\cite{tyers-mishchenkova-2020-dependency}},ru\_syntagrus,0,0.00,0.00,0.00,0.00,0.00
UD_Coptic-Scriptorium,cop_scriptorium,{\small \cite{zeldes-abrams-2018-coptic}},---,35266,18.88,18.82,17.61,18.38,18.79
UD_Czech-CAC,cs_cac,{\small \cite{hladka2008czech}},---,474687,95.47,95.33,93.56,95.24,95.75
UD_Czech-CLTT,cs_cltt,{\small \cite{krivz2016czech}},---,27770,85.70,94.46,94.17,93.82,94.38
UD_Czech-FicTree,cs_fictree,{\small \cite{jelinek2017fictree}},---,134389,94.71,91.57,91.68,95.69,93.96
UD_Czech-PDT,cs_pdt,{\small \cite{bejvcek2013prague}},---,1177406,97.25,96.50,94.00,95.87,96.75
UD_Czech-PUD,cs_pud,{\small \cite{mcdonald-etal-2013-universal}},cs\_pdt,0,94.35,93.57,91.44,93.37,93.91
UD_Old_Church_Slavonic-PROIEL,cu_proiel,{\small \cite{haug2008creating}},---,37432,69.67,71.05,72.45,73.55,71.02
UD_Welsh-CCG,cy_ccg,{\small \cite{heinecke-tyers-2019-development}},---,16082,78.79,79.89,85.61,85.78,79.66
UD_Danish-DDT,da_ddt,{\small \cite{johannsen2015universal}},---,80378,96.92,95.03,95.76,97.11,95.55
UD_German-GSD,de_gsd,{\small \cite{brants2004tiger}},---,268414,88.60,64.15,80.19,89.08,78.30
UD_German-HDT,de_hdt,{\small \cite{borges-volker-etal-2019-hdt}},---,2753627,94.19,93.69,55.76,92.78,94.04
UD_German-LIT,de_lit,{\small \cite{LIT}},de\_hdt,0,27.74,32.60,36.77,27.58,27.94
UD_German-PUD,de_pud,{\small \cite{mcdonald-etal-2013-universal}},de\_hdt,0,22.63,27.41,29.18,23.72,24.50
UD_Greek-GDT,el_gdt,\resizebox{4cm}{!}{\cite{prokopidis-papageorgiou-2017-universal}},---,43440,88.83,89.97,90.70,91.36,89.87
UD_English-EWT,en_ewt,{\small \cite{silveira-etal-2014-gold}},---,207053,95.45,90.62,89.89,95.12,94.35
UD_English-GUM,en_gum,{\small \cite{Zeldes2017}},---,81861,97.59,93.93,94.15,97.33,96.15
UD_English-LinES,en_lines,{\small \cite{ahrenberg-2015-converting}},---,57372,96.65,90.91,91.77,96.56,94.09
UD_English-ParTUT,en_partut,{\small \cite{Sanguinetti2014}},---,43531,95.52,91.80,92.28,95.78,93.56
UD_English-Pronouns,en_pronouns,{\small \cite{munro2020human}},en\_ewt,0,61.43,61.96,61.59,62.81,63.23
UD_English-PUD,en_pud,{\small \cite{mcdonald-etal-2013-universal}},en\_ewt,0,95.66,93.13,93.43,95.86,96.22
UD_Spanish-AnCora,es_ancora,{\small \cite{alonso2016universal}},---,446144,98.22,97.48,97.41,98.18,97.85
UD_Spanish-GSD,es_gsd,{\small \cite{mcdonald-etal-2013-universal}},---,389703,93.42,91.75,91.63,93.41,92.59
UD_Spanish-PUD,es_pud,{\small \cite{mcdonald-etal-2013-universal}},es\_gsd,0,68.17,67.51,67.60,68.27,67.96
UD_Estonian-EDT,et_edt,{\small \cite{muischnek2014estonian}},---,344953,96.24,95.24,94.22,95.30,95.26
UD_Estonian-EWT,et_ewt,{\small \cite{muischnek2019cg}},---,34337,88.44,93.85,93.07,93.03,93.77
UD_Basque-BDT,eu_bdt,{\small \cite{aranzabe2015automatic}},---,72974,90.57,87.96,89.32,90.45,87.77
