dataset,size,proxy,self,concat,concat.smoothed,sepDec.smoothed,datasetEmbeds.smoothed
UD_Afrikaans-AfriBooms,af_afribooms,,---,33880,86.17,85.60,88.23,88.50,88.24
UD_Assyrian-AS,aii_as,,et\_ewt,0,6.92,3.60,8.54,5.30,5.52
UD_South_Levantine_Arabic-MADAR,ajp_madar,,ar\_padt,0,31.26,33.67,40.85,40.81,42.16
UD_Akkadian-PISANDUB,akk_pisandub,,et\_edt,0,3.98,4.36,4.57,3.49,6.09
UD_Akkadian-RIAO,akk_riao,,et\_edt,0,3.99,7.70,6.61,7.57,7.81
UD_Amharic-ATT,am_att,,et\_ewt,0,0.32,0.73,5.93,4.89,5.85
UD_Apurina-UFPA,apu_ufpa,,fi\_ftb,0,10.67,12.59,15.25,12.85,17.64
UD_Akuntsu-TuDeT,aqz_tudet,,cs\_pdt,0,10.58,12.05,12.13,8.94,11.64
UD_Arabic-PADT,ar_padt,,---,254400,31.49,31.50,32.55,33.17,33.02
UD_Arabic-PUD,ar_pud,,ar\_padt,0,63.02,64.98,66.54,67.08,67.01
UD_Belarusian-HSE,be_hse,,---,273425,86.08,88.03,88.75,88.73,90.38
UD_Beja-NSC,bej_nsc,,---,0,4.93,1.03,0.73,3.57,1.06
UD_Bulgarian-BTB,bg_btb,,---,124336,92.46,92.49,94.20,94.40,94.47
UD_Bhojpuri-BHTB,bho_bhtb,,hi\_hdtb,0,37.18,36.83,37.38,38.69,38.35
UD_Bambara-CRB,bm_crb,,qhe\_hiencs,0,7.67,7.61,6.67,7.43,6.73
UD_Breton-KEB,br_keb,,fr\_gsd,0,55.49,30.85,29.04,26.56,29.96
UD_Buryat-BDT,bxr_bdt,,---,153,12.08,23.66,34.58,23.71,30.37
UD_Catalan-AnCora,ca_ancora,,---,441561,88.24,88.36,88.89,89.20,89.43
UD_Chukchi-HSE,ckt_hse,,ru\_syntagrus,0,0.00,0.00,0.00,0.00,0.00
UD_Coptic-Scriptorium,cop_scriptorium,,---,35267,0.81,0.84,0.79,0.73,0.90
UD_Czech-CAC,cs_cac,,---,474687,91.36,92.10,92.91,93.67,93.96
UD_Czech-CLTT,cs_cltt,,---,27770,83.91,89.82,90.79,90.61,91.81
UD_Czech-FicTree,cs_fictree,,---,134389,91.56,93.22,93.97,94.34,94.78
UD_Czech-PDT,cs_pdt,,---,1177406,92.76,92.85,92.56,92.85,94.01
UD_Czech-PUD,cs_pud,,cs\_pdt,0,87.76,88.43,88.81,89.11,89.08
UD_Old_Church_Slavonic-PROIEL,cu_proiel,,---,37432,65.32,67.33,89.55,90.15,90.45
UD_Welsh-CCG,cy_ccg,,---,10826,71.76,71.30,77.95,77.91,77.23
UD_Danish-DDT,da_ddt,,---,80378,86.81,86.32,89.07,90.12,89.73
UD_German-GSD,de_gsd,,---,268414,81.69,79.87,82.63,83.25,82.35
UD_German-HDT,de_hdt,,---,2753627,96.67,96.57,92.94,95.53,97.01
UD_German-LIT,de_lit,,de\_hdt,0,76.88,78.92,80.88,78.79,79.73
UD_German-PUD,de_pud,,de\_hdt,0,78.48,81.06,83.23,79.78,81.94
UD_Greek-GDT,el_gdt,,---,43440,86.89,88.94,90.75,90.90,90.85
UD_English-EWT,en_ewt,,---,207224,87.59,85.45,87.24,88.61,88.21
UD_English-GUM,en_gum,,---,103551,87.89,86.43,87.65,89.07,88.78
